date,market_id,channel,sessions,quote_starts,bookings,media_spend,tracking_quality_pct
2026-04-20,M009,Affiliate,4067,691,242,576,84.7
2026-04-20,M010,Paid Search,5232,732,139,2831,91.8
2026-04-20,M010,Organic Search,4905,834,209,50,95.9
2026-04-20,M010,Direct,1858,167,58,602,85.5
2026-04-20,M010,Email,5370,752,293,457,98.2
2026-04-20,M010,Affiliate,5514,937,365,20,79.0
2026-04-20,M011,Paid Search,4427,797,295,4454,79.5
2026-04-20,M011,Organic Search,5322,1171,445,411,98.1
2026-04-20,M011,Direct,5000,950,276,529,80.7
2026-04-20,M011,Email,6680,1202,373,501,93.8
2026-04-20,M011,Affiliate,2067,455,86,831,85.7
2026-04-20,M012,Paid Search,4036,323,107,3230,96.6
2026-04-20,M012,Organic Search,6737,606,218,779,98.5
2026-04-20,M012,Direct,5074,558,201,76,82.7
2026-04-20,M012,Email,4385,921,267,730,90.6
2026-04-20,M012,Affiliate,6890,1034,290,668,85.3
2026-04-20,M013,Paid Search,4629,926,269,3140,90.3
2026-04-20,M013,Organic Search,4841,678,258,409,93.7
2026-04-20,M013,Direct,1152,138,50,74,97.0
2026-04-20,M013,Email,5741,459,170,189,98.6
2026-04-20,M013,Affiliate,3101,372,71,840,85.5
2026-04-20,M014,Paid Search,2413,507,91,4422,84.5
2026-04-20,M014,Organic Search,1082,130,46,164,81.4
2026-04-20,M014,Direct,2337,444,111,164,90.1
2026-04-20,M014,Email,4956,843,312,213,87.7
2026-04-20,M014,Affiliate,2134,299,105,350,82.9
2026-04-20,M015,Paid Search,922,129,37,4298,88.4
2026-04-20,M015,Organic Search,6342,1395,279,751,84.9
2026-04-20,M015,Direct,3234,614,233,673,95.6
2026-04-20,M015,Email,5760,634,197,710,87.4
2026-04-20,M015,Affiliate,2320,209,42,878,97.9
2026-04-20,M016,Paid Search,2003,220,53,4796,88.2
2026-04-20,M016,Organic Search,1078,86,17,873,91.4
2026-04-20,M016,Direct,1261,265,101,22,84.2
2026-04-20,M016,Email,3604,685,260,427,95.8
2026-04-20,M016,Affiliate,4240,636,159,659,91.4
2026-04-20,M017,Paid Search,4451,801,272,5298,81.1
2026-04-20,M017,Organic Search,5016,903,181,398,83.7
2026-04-20,M017,Direct,3265,522,172,853,90.6
2026-04-20,M017,Email,2609,574,172,750,97.7
2026-04-20,M017,Affiliate,1722,172,53,573,89.5
2026-04-20,M018,Paid Search,3955,316,73,5463,80.0
2026-04-20,M018,Organic Search,6413,1347,539,574,92.9
2026-04-20,M018,Direct,5005,601,228,817,96.9
2026-04-20,M018,Email,6600,1320,251,804,78.6
2026-04-20,M018,Affiliate,3623,399,72,309,97.4
2026-04-20,M019,Paid Search,6863,961,211,934,87.1
2026-04-20,M019,Organic Search,3203,577,167,47,93.8
2026-04-20,M019,Direct,6310,694,132,628,82.2
2026-04-20,M019,Email,5086,509,183,40,94.3
2026-04-20,M019,Affiliate,6995,700,224,16,85.4
2026-04-20,M020,Paid Search,1239,235,85,4256,86.2
2026-04-20,M020,Organic Search,2845,455,137,489,93.7
2026-04-20,M020,Direct,5283,528,222,625,85.0
2026-04-20,M020,Email,4183,795,183,442,91.8
2026-04-20,M020,Affiliate,6324,1138,285,166,85.9
2026-04-21,M001,Paid Search,6087,1339,562,5912,93.7
2026-04-21,M001,Organic Search,2373,237,64,51,92.7
2026-04-21,M001,Direct,2545,433,117,540,79.8
2026-04-21,M001,Email,5188,882,159,328,90.1
2026-04-21,M001,Affiliate,1246,199,38,496,82.3
2026-04-21,M002,Paid Search,2794,391,102,4642,96.6
2026-04-21,M002,Organic Search,2439,293,64,189,92.3
2026-04-21,M002,Direct,4419,884,283,99,86.7
2026-04-21,M002,Email,2534,507,167,746,90.7
2026-04-21,M002,Affiliate,1469,250,65,489,98.4
2026-04-21,M003,Paid Search,2845,512,200,1617,96.0
2026-04-21,M003,Organic Search,5821,1222,501,8,94.1
2026-04-21,M003,Direct,2893,550,154,105,90.8
2026-04-21,M003,Email,2745,384,96,719,84.8
2026-04-21,M003,Affiliate,6169,987,336,477,88.2
2026-04-21,M004,Paid Search,5476,1150,288,5517,98.4
2026-04-21,M004,Organic Search,2584,517,103,248,81.7
2026-04-21,M004,Direct,2886,375,146,23,83.6
2026-04-21,M004,Email,3227,549,203,234,96.8
2026-04-21,M004,Affiliate,5656,962,289,190,90.4
2026-04-21,M005,Paid Search,4073,529,201,5760,92.9
2026-04-21,M005,Organic Search,5064,506,101,882,78.8
2026-04-21,M005,Direct,5599,616,216,204,79.5
2026-04-21,M005,Email,3407,477,95,570,94.1
2026-04-21,M005,Affiliate,4134,785,267,360,79.8
2026-04-21,M006,Paid Search,4549,637,134,7012,78.7
2026-04-21,M006,Organic Search,5202,832,233,851,86.9
2026-04-21,M006,Direct,2316,371,67,885,84.9
2026-04-21,M006,Email,2251,293,64,665,89.9
2026-04-21,M006,Affiliate,4933,789,276,268,90.6
2026-04-21,M007,Paid Search,5920,1243,261,7207,97.3
2026-04-21,M007,Organic Search,1159,151,27,71,80.3
2026-04-21,M007,Direct,5602,784,172,653,78.4
2026-04-21,M007,Email,6441,1288,361,798,97.1
2026-04-21,M007,Affiliate,3764,753,316,216,87.0
2026-04-21,M008,Paid Search,2569,437,87,4270,98.8
2026-04-21,M008,Organic Search,5832,991,377,456,97.4
2026-04-21,M008,Direct,3555,569,211,426,91.5
2026-04-21,M008,Email,2997,569,239,425,90.2
2026-04-21,M008,Affiliate,5553,611,165,342,92.1
2026-04-21,M009,Paid Search,5780,809,210,6167,80.0
2026-04-21,M009,Organic Search,3871,542,201,794,89.5
2026-04-21,M009,Direct,2119,297,62,304,88.9
2026-04-21,M009,Email,1352,216,52,6,83.3
2026-04-21,M009,Affiliate,481,77,18,321,80.3
2026-04-21,M010,Paid Search,791,119,44,962,79.6
2026-04-21,M010,Organic Search,6735,808,331,424,83.9
2026-04-21,M010,Direct,620,81,15,535,78.8
2026-04-21,M010,Email,741,96,18,426,95.3
2026-04-21,M010,Affiliate,3098,527,105,225,92.6
2026-04-21,M011,Paid Search,6581,658,171,7862,94.6
2026-04-21,M011,Organic Search,6781,1221,317,43,82.1
2026-04-21,M011,Direct,6985,629,182,85,89.3
2026-04-21,M011,Email,3393,407,122,240,89.8
2026-04-21,M011,Affiliate,4130,372,71,5,90.4
2026-04-21,M012,Paid Search,662,113,44,6509,81.0
2026-04-21,M012,Organic Search,4784,957,172,896,90.9
2026-04-21,M012,Direct,5308,1062,404,465,90.7
2026-04-21,M012,Email,1644,312,100,19,95.5
2026-04-21,M012,Affiliate,3146,378,117,377,96.0
2026-04-21,M013,Paid Search,1159,232,65,872,93.1
2026-04-21,M013,Organic Search,1607,209,50,476,84.9
2026-04-21,M013,Direct,3740,711,292,461,82.1
2026-04-21,M013,Email,802,144,56,344,87.1
2026-04-21,M013,Affiliate,928,130,34,518,95.7
2026-04-21,M014,Paid Search,6210,1118,246,2879,93.6
2026-04-21,M014,Organic Search,6468,970,388,609,93.0
2026-04-21,M014,Direct,7135,571,206,384,90.2
2026-04-21,M014,Email,6310,1199,264,810,96.7
2026-04-21,M014,Affiliate,1879,282,82,355,84.7
2026-04-21,M015,Paid Search,6319,632,126,5431,92.3
2026-04-21,M015,Organic Search,514,103,21,654,97.2
2026-04-21,M015,Direct,3209,513,97,694,88.2
2026-04-21,M015,Email,4482,538,124,757,95.8
2026-04-21,M015,Affiliate,3551,710,163,534,80.2
2026-04-21,M016,Paid Search,1303,235,52,1524,82.2
2026-04-21,M016,Organic Search,484,102,21,465,81.6
2026-04-21,M016,Direct,927,195,72,145,90.8
2026-04-21,M016,Email,2884,519,197,402,86.7
2026-04-21,M016,Affiliate,5642,790,190,462,98.1
2026-04-21,M017,Paid Search,1267,241,89,2730,84.7
2026-04-21,M017,Organic Search,5587,838,268,104,83.2
2026-04-21,M017,Direct,2807,253,94,536,86.2
2026-04-21,M017,Email,1262,114,46,541,78.4
2026-04-21,M017,Affiliate,3018,604,109,305,83.9
2026-04-21,M018,Paid Search,2413,386,112,8131,81.7
2026-04-21,M018,Organic Search,6944,1180,437,881,87.8
2026-04-21,M018,Direct,2153,280,92,378,98.4
2026-04-21,M018,Email,3233,323,110,553,92.3
2026-04-21,M018,Affiliate,687,82,27,447,89.3
2026-04-21,M019,Paid Search,4828,435,131,5184,97.3
2026-04-21,M019,Organic Search,6866,618,235,342,90.9
2026-04-21,M019,Direct,2889,607,212,701,95.9
2026-04-21,M019,Email,1984,179,57,554,97.9
2026-04-21,M019,Affiliate,6163,986,266,64,90.9
2026-04-21,M020,Paid Search,2869,402,72,6322,95.4
2026-04-21,M020,Organic Search,1409,211,78,530,94.9
2026-04-21,M020,Direct,1674,201,56,882,89.7
2026-04-21,M020,Email,5060,1012,273,794,83.5
2026-04-21,M020,Affiliate,6125,674,189,742,87.4
2026-04-22,M001,Paid Search,5605,504,166,3230,83.7
2026-04-22,M001,Organic Search,1413,311,96,533,82.1
2026-04-22,M001,Direct,2179,327,118,473,86.3
2026-04-22,M001,Email,5190,986,256,138,81.0
2026-04-22,M001,Affiliate,2503,375,120,555,92.1
2026-04-22,M002,Paid Search,4060,568,165,8074,91.4
2026-04-22,M002,Organic Search,5156,619,210,550,89.3
2026-04-22,M002,Direct,4857,1020,194,578,84.1
2026-04-22,M002,Email,2898,319,99,544,79.7
2026-04-22,M002,Affiliate,4612,646,233,114,82.2
2026-04-22,M003,Paid Search,3612,361,141,5025,82.6
2026-04-22,M003,Organic Search,1547,263,60,341,85.7
2026-04-22,M003,Direct,903,99,23,740,88.3
2026-04-22,M003,Email,5970,657,204,623,83.0
2026-04-22,M003,Affiliate,4500,675,250,678,95.6
2026-04-22,M004,Paid Search,1070,225,90,3956,87.3
2026-04-22,M004,Organic Search,6964,1045,209,846,98.9
2026-04-22,M004,Direct,2239,493,158,412,83.9
2026-04-22,M004,Email,5976,717,222,629,89.8
2026-04-22,M004,Affiliate,2094,356,89,123,91.8
2026-04-22,M005,Paid Search,2999,600,108,7944,92.5
2026-04-22,M005,Organic Search,2254,383,73,880,95.5
2026-04-22,M005,Direct,5649,1073,343,228,92.3
2026-04-22,M005,Email,5330,853,316,314,95.2
2026-04-22,M005,Affiliate,740,163,59,126,86.4
2026-04-22,M006,Paid Search,5675,908,372,6720,80.0
2026-04-22,M006,Organic Search,5784,578,150,582,82.2
2026-04-22,M006,Direct,2127,362,91,888,90.3
2026-04-22,M006,Email,1309,275,69,162,88.5
2026-04-22,M006,Affiliate,949,199,46,791,80.9
2026-04-22,M007,Paid Search,6701,1072,214,4635,89.0
2026-04-22,M007,Organic Search,5868,1056,285,624,94.1
2026-04-22,M007,Direct,6745,1282,372,707,88.2
2026-04-22,M007,Email,2112,338,122,790,83.7
2026-04-22,M007,Affiliate,1550,326,72,828,89.0
2026-04-22,M008,Paid Search,2245,359,147,2925,92.4
2026-04-22,M008,Organic Search,6390,1342,389,464,79.6
2026-04-22,M008,Direct,1359,299,75,575,91.5
2026-04-22,M008,Email,834,150,36,273,85.9
2026-04-22,M008,Affiliate,6663,666,260,672,94.2
2026-04-22,M009,Paid Search,4452,757,303,4073,96.9
2026-04-22,M009,Organic Search,6236,1060,212,854,85.0
2026-04-22,M009,Direct,1988,179,73,411,97.0
2026-04-22,M009,Email,6990,769,308,278,93.4
2026-04-22,M009,Affiliate,1557,327,92,274,82.3
2026-04-22,M010,Paid Search,1235,198,57,2964,87.4
2026-04-22,M010,Organic Search,3266,425,140,635,86.7
2026-04-22,M010,Direct,3517,387,155,481,97.6
2026-04-22,M010,Email,6716,672,276,678,98.6
2026-04-22,M010,Affiliate,6040,725,167,439,98.4
2026-04-22,M011,Paid Search,862,103,29,5688,80.6
2026-04-22,M011,Organic Search,1975,316,63,126,97.6
2026-04-22,M011,Direct,2643,449,130,304,89.8
2026-04-22,M011,Email,6075,608,170,832,87.2
2026-04-22,M011,Affiliate,4387,658,145,662,93.5
2026-04-22,M012,Paid Search,6107,855,316,5922,83.5
2026-04-22,M012,Organic Search,4994,649,149,107,89.4
2026-04-22,M012,Direct,5227,575,184,323,90.7
2026-04-22,M012,Email,6271,815,179,716,96.1
2026-04-22,M012,Affiliate,3995,799,200,20,95.9
2026-04-22,M013,Paid Search,6807,613,245,7014,89.3
2026-04-22,M013,Organic Search,6772,1084,434,191,93.7
2026-04-22,M013,Direct,4316,388,97,0,80.4
2026-04-22,M013,Email,4783,813,333,398,94.5
2026-04-22,M013,Affiliate,6117,856,265,438,82.9
2026-04-22,M014,Paid Search,6987,1328,385,5008,83.1
2026-04-22,M014,Organic Search,2854,400,88,495,83.8
2026-04-22,M014,Direct,1870,206,37,423,82.0
2026-04-22,M014,Email,5888,1236,321,265,91.0
2026-04-22,M014,Affiliate,6631,995,229,812,89.3
2026-04-22,M015,Paid Search,621,99,31,6577,95.2
2026-04-22,M015,Organic Search,3584,573,229,454,88.2
2026-04-22,M015,Direct,5354,1124,427,664,87.5
2026-04-22,M015,Email,6624,596,149,582,92.6
2026-04-22,M015,Affiliate,2156,302,66,91,90.3
2026-04-22,M016,Paid Search,4028,725,305,4882,85.5
2026-04-22,M016,Organic Search,3557,676,277,11,84.8
2026-04-22,M016,Direct,3243,389,82,516,80.1
2026-04-22,M016,Email,3472,694,285,389,89.5
2026-04-22,M016,Affiliate,4753,903,235,210,78.7
2026-04-22,M017,Paid Search,3776,378,129,7913,95.3
2026-04-22,M017,Organic Search,6547,589,124,375,79.0
2026-04-22,M017,Direct,5684,909,273,315,94.8
2026-04-22,M017,Email,3814,420,122,260,96.4
2026-04-22,M017,Affiliate,2519,453,100,535,93.4
2026-04-22,M018,Paid Search,6212,1305,535,1089,83.3
2026-04-22,M018,Organic Search,3961,753,264,16,85.8
2026-04-22,M018,Direct,5480,986,316,628,84.7
2026-04-22,M018,Email,2412,507,101,489,83.1
2026-04-22,M018,Affiliate,6368,1210,436,498,88.7
2026-04-22,M019,Paid Search,2120,360,86,4604,86.5
2026-04-22,M019,Organic Search,4295,515,118,845,90.2
2026-04-22,M019,Direct,2253,248,57,137,89.6
2026-04-22,M019,Email,2999,600,150,416,79.8
2026-04-22,M019,Affiliate,3591,323,113,335,94.2
2026-04-22,M020,Paid Search,6878,1376,372,7219,95.5
2026-04-22,M020,Organic Search,6961,1183,308,45,87.9
2026-04-22,M020,Direct,1863,410,119,487,88.9
2026-04-22,M020,Email,5461,874,236,92,82.8
2026-04-22,M020,Affiliate,1286,193,69,515,91.3
2026-04-23,M001,Paid Search,560,50,16,3322,93.7
2026-04-23,M001,Organic Search,1124,180,58,572,98.1
2026-04-23,M001,Direct,3690,369,96,342,92.8
2026-04-23,M001,Email,1447,217,39,787,95.7
2026-04-23,M001,Affiliate,2544,458,82,846,84.7
2026-04-23,M002,Paid Search,6285,691,290,2536,81.7
2026-04-23,M002,Organic Search,5834,875,359,3,83.5
2026-04-23,M002,Direct,5621,731,270,486,85.5
2026-04-23,M002,Email,5648,452,167,274,93.5
2026-04-23,M002,Affiliate,4973,597,203,308,96.4
2026-04-23,M003,Paid Search,1999,160,32,5270,94.6
2026-04-23,M003,Organic Search,6520,652,235,254,85.5
2026-04-23,M003,Direct,6499,585,211,71,85.5
2026-04-23,M003,Email,6299,567,215,84,78.3
2026-04-23,M003,Affiliate,1727,173,54,136,91.0
2026-04-23,M004,Paid Search,3406,579,237,1205,96.4
2026-04-23,M004,Organic Search,4772,716,179,162,81.3
2026-04-23,M004,Direct,1472,221,75,802,80.9
2026-04-23,M004,Email,3175,349,122,245,88.1
2026-04-23,M004,Affiliate,1946,370,107,446,97.7
2026-04-23,M005,Paid Search,3485,453,122,1138,82.4
2026-04-23,M005,Organic Search,1011,131,51,613,79.2
2026-04-23,M005,Direct,5646,960,278,272,89.1
2026-04-23,M005,Email,2750,440,88,860,89.9
2026-04-23,M005,Affiliate,4163,749,142,681,81.9
2026-04-23,M006,Paid Search,1859,149,39,3465,84.4
2026-04-23,M006,Organic Search,2725,300,96,388,85.8
2026-04-23,M006,Direct,1501,135,50,152,84.8
2026-04-23,M006,Email,5874,764,153,359,86.9
2026-04-23,M006,Affiliate,2618,367,95,109,82.1
2026-04-23,M007,Paid Search,2943,647,142,2213,85.7
2026-04-23,M007,Organic Search,4987,549,187,161,85.0
2026-04-23,M007,Direct,5262,842,244,620,87.0
2026-04-23,M007,Email,4579,916,302,419,88.1
2026-04-23,M007,Affiliate,5103,970,223,547,89.0
2026-04-23,M008,Paid Search,1545,263,71,5969,95.4
2026-04-23,M008,Organic Search,3189,319,83,344,96.0
2026-04-23,M008,Direct,5411,541,211,741,96.2
2026-04-23,M008,Email,5564,1113,445,90,95.2
2026-04-23,M008,Affiliate,1634,294,79,702,92.6
2026-04-23,M009,Paid Search,4994,749,187,5322,85.3
2026-04-23,M009,Organic Search,778,124,38,674,97.2
2026-04-23,M009,Direct,1737,208,75,576,95.9
2026-04-23,M009,Email,2649,450,135,737,90.6
2026-04-23,M009,Affiliate,3096,495,134,849,92.5
2026-04-23,M010,Paid Search,4144,704,183,7346,79.5
2026-04-23,M010,Organic Search,4973,895,170,393,78.3
2026-04-23,M010,Direct,3824,803,217,584,91.7
2026-04-23,M010,Email,6593,659,250,104,84.4
2026-04-23,M010,Affiliate,2160,259,73,598,97.0
2026-04-23,M011,Paid Search,3469,520,161,7234,91.2
2026-04-23,M011,Organic Search,2968,297,68,127,91.7
2026-04-23,M011,Direct,1936,174,45,167,97.8
2026-04-23,M011,Email,1003,140,39,45,92.5
2026-04-23,M011,Affiliate,6493,779,288,34,95.0
2026-04-23,M012,Paid Search,2987,627,194,3879,86.8
2026-04-23,M012,Organic Search,472,80,29,347,80.1
2026-04-23,M012,Direct,3453,691,193,872,78.5
2026-04-23,M012,Email,5926,830,291,597,98.0
2026-04-23,M012,Affiliate,3842,692,194,826,93.5
2026-04-23,M013,Paid Search,6306,1072,311,6596,90.1
2026-04-23,M013,Organic Search,1192,143,29,174,79.7
2026-04-23,M013,Direct,3319,299,111,425,79.3
2026-04-23,M013,Email,4498,540,140,448,97.4
2026-04-23,M013,Affiliate,2892,549,126,763,80.7
2026-04-23,M014,Paid Search,988,99,25,6548,91.5
2026-04-23,M014,Organic Search,2557,230,94,174,86.1
2026-04-23,M014,Direct,637,140,49,668,78.4
2026-04-23,M014,Email,4441,533,203,194,81.9
2026-04-23,M014,Affiliate,3877,543,185,376,79.4
2026-04-23,M015,Paid Search,4964,645,123,6561,78.8
2026-04-23,M015,Organic Search,6079,486,146,866,81.1
2026-04-23,M015,Direct,3924,392,90,433,79.5
2026-04-23,M015,Email,6630,1061,318,171,94.7
2026-04-23,M015,Affiliate,4840,968,232,537,90.2
2026-04-23,M016,Paid Search,6060,788,323,3384,89.5
2026-04-23,M016,Organic Search,2135,363,109,651,82.2
2026-04-23,M016,Direct,1986,199,46,612,80.9
2026-04-23,M016,Email,5355,1071,278,473,94.7
2026-04-23,M016,Affiliate,1919,230,83,696,83.5
2026-04-23,M017,Paid Search,6963,696,244,607,81.2
2026-04-23,M017,Organic Search,3074,246,98,368,84.5
2026-04-23,M017,Direct,2173,304,106,356,98.9
2026-04-23,M017,Email,4723,803,313,512,90.0
2026-04-23,M017,Affiliate,1716,137,33,179,92.3
2026-04-23,M018,Paid Search,4372,918,376,8085,79.1
2026-04-23,M018,Organic Search,5375,1129,350,91,93.2
2026-04-23,M018,Direct,5785,1215,510,781,90.4
2026-04-23,M018,Email,4532,453,186,760,98.2
2026-04-23,M018,Affiliate,2500,200,48,466,84.3
2026-04-23,M019,Paid Search,3167,443,120,2585,92.0
2026-04-23,M019,Organic Search,928,204,53,79,91.6
2026-04-23,M019,Direct,5065,912,164,722,92.5
2026-04-23,M019,Email,6083,1034,269,134,92.6
2026-04-23,M019,Affiliate,2059,165,35,383,79.6
2026-04-23,M020,Paid Search,5371,806,274,3469,85.7
2026-04-23,M020,Organic Search,5141,874,350,876,95.8
2026-04-23,M020,Direct,6084,973,272,671,97.7
2026-04-23,M020,Email,3134,533,128,61,79.3
2026-04-23,M020,Affiliate,4444,800,176,552,89.7
2026-04-24,M001,Paid Search,6929,1247,412,3750,82.0
2026-04-24,M001,Organic Search,1242,236,59,109,83.7
2026-04-24,M001,Direct,5222,627,176,810,90.3
2026-04-24,M001,Email,3126,688,241,817,84.8
2026-04-24,M001,Affiliate,3189,638,211,432,95.7
2026-04-24,M002,Paid Search,6123,735,257,3085,89.8
2026-04-24,M002,Organic Search,5973,717,194,249,98.1
2026-04-24,M002,Direct,1515,136,41,759,78.9
2026-04-24,M002,Email,5538,720,230,823,88.9
2026-04-24,M002,Affiliate,4791,1006,332,782,95.2
2026-04-24,M003,Paid Search,503,101,29,5824,81.5
2026-04-24,M003,Organic Search,1816,345,83,787,79.7
2026-04-24,M003,Direct,6657,799,272,13,82.4
2026-04-24,M003,Email,3762,564,186,825,79.5
2026-04-24,M003,Affiliate,5999,1200,420,560,86.9
2026-04-24,M004,Paid Search,5605,673,155,5211,85.9
2026-04-24,M004,Organic Search,3510,281,93,228,87.5
2026-04-24,M004,Direct,2083,187,37,742,98.9
2026-04-24,M004,Email,583,70,18,281,91.5
2026-04-24,M004,Affiliate,2324,488,142,816,85.3
2026-04-24,M005,Paid Search,1113,167,62,753,87.9
2026-04-24,M005,Organic Search,1844,295,115,512,91.7
2026-04-24,M005,Direct,3931,472,127,105,95.4
2026-04-24,M005,Email,5628,1126,349,38,92.4
2026-04-24,M005,Affiliate,5814,581,209,313,94.5
2026-04-24,M006,Paid Search,1846,258,65,7393,83.1
2026-04-24,M006,Organic Search,2330,466,182,514,89.6
2026-04-24,M006,Direct,6933,1456,510,276,98.1
2026-04-24,M006,Email,5244,944,312,704,79.8
2026-04-24,M006,Affiliate,6601,726,261,251,95.0
2026-04-24,M007,Paid Search,3055,244,98,3347,98.0
2026-04-24,M007,Organic Search,654,78,20,756,81.4
2026-04-24,M007,Direct,1265,253,51,706,88.8
2026-04-24,M007,Email,3500,490,157,27,81.9
2026-04-24,M007,Affiliate,5105,511,164,671,78.6
2026-04-24,M008,Paid Search,1093,208,44,4993,91.9
2026-04-24,M008,Organic Search,1954,293,59,262,90.9
2026-04-24,M008,Direct,4471,671,215,78,93.0
2026-04-24,M008,Email,5811,1104,320,158,80.3
2026-04-24,M008,Affiliate,6363,827,223,500,78.6
2026-04-24,M009,Paid Search,1832,183,66,3206,89.6
2026-04-24,M009,Organic Search,7081,566,142,332,87.0
2026-04-24,M009,Direct,2497,549,137,132,93.3
2026-04-24,M009,Email,1421,242,65,8,95.1
2026-04-24,M009,Affiliate,1496,135,36,821,88.2
2026-04-24,M010,Paid Search,1765,300,120,6235,96.1
2026-04-24,M010,Organic Search,4050,810,146,482,85.9
2026-04-24,M010,Direct,6221,933,224,874,85.0
2026-04-24,M010,Email,4731,710,135,285,78.7
2026-04-24,M010,Affiliate,5033,805,242,832,90.1
2026-04-24,M011,Paid Search,1483,163,64,7809,95.1
2026-04-24,M011,Organic Search,1188,190,68,296,94.8
2026-04-24,M011,Direct,7154,1145,401,787,85.0
2026-04-24,M011,Email,5695,740,252,837,79.1
2026-04-24,M011,Affiliate,3462,727,138,745,96.5
2026-04-24,M012,Paid Search,2648,238,48,4642,90.2
2026-04-24,M012,Organic Search,5570,947,256,598,81.1
2026-04-24,M012,Direct,3098,465,172,765,91.5
2026-04-24,M012,Email,1500,225,68,321,78.7
2026-04-24,M012,Affiliate,2290,275,99,374,84.6
2026-04-24,M013,Paid Search,4978,896,188,4937,96.4
2026-04-24,M013,Organic Search,764,92,33,64,91.5
2026-04-24,M013,Direct,1178,94,31,369,80.0
2026-04-24,M013,Email,6169,864,216,754,81.1
2026-04-24,M013,Affiliate,1790,304,94,864,90.2
2026-04-24,M014,Paid Search,2826,283,88,2558,93.1
2026-04-24,M014,Organic Search,950,200,46,65,95.1
2026-04-24,M014,Direct,5452,545,180,68,87.0
2026-04-24,M014,Email,4555,865,260,600,85.2
2026-04-24,M014,Affiliate,1511,242,94,597,81.9
2026-04-24,M015,Paid Search,4294,515,129,4339,84.3
2026-04-24,M015,Organic Search,3044,548,208,182,88.5
2026-04-24,M015,Direct,6652,998,369,144,88.0
2026-04-24,M015,Email,6438,966,319,548,98.8
2026-04-24,M015,Affiliate,4117,453,118,71,87.7
2026-04-24,M016,Paid Search,5915,1242,410,7275,88.5
2026-04-24,M016,Organic Search,2588,336,97,24,88.7
2026-04-24,M016,Direct,6122,1041,416,186,84.4
2026-04-24,M016,Email,1564,188,43,291,98.6
2026-04-24,M016,Affiliate,2642,581,174,244,83.9
2026-04-24,M017,Paid Search,6273,1004,251,2021,98.4
2026-04-24,M017,Organic Search,3552,533,224,590,79.1
2026-04-24,M017,Direct,1511,121,33,662,86.3
2026-04-24,M017,Email,1363,123,32,51,96.4
2026-04-24,M017,Affiliate,4262,597,185,403,83.7
2026-04-24,M018,Paid Search,6140,1228,295,5762,97.3
2026-04-24,M018,Organic Search,3017,483,111,624,86.5
2026-04-24,M018,Direct,2538,254,104,631,80.7
2026-04-24,M018,Email,1458,131,34,288,84.9
2026-04-24,M018,Affiliate,510,77,16,858,88.8
2026-04-24,M019,Paid Search,4636,742,171,2024,87.7
2026-04-24,M019,Organic Search,5326,905,208,427,86.2
2026-04-24,M019,Direct,1163,244,56,189,93.7
2026-04-24,M019,Email,5049,555,200,518,94.8
2026-04-24,M019,Affiliate,5746,804,193,676,81.9
2026-04-24,M020,Paid Search,6357,699,217,7503,86.1
2026-04-24,M020,Organic Search,6075,1276,434,360,89.9
2026-04-24,M020,Direct,4580,870,218,839,98.4
2026-04-24,M020,Email,6923,1246,312,76,84.1
2026-04-24,M020,Affiliate,5329,639,236,580,93.1
2026-04-25,M001,Paid Search,6996,1049,220,3927,78.2
2026-04-25,M001,Organic Search,5201,780,273,463,86.1
2026-04-25,M001,Direct,621,56,13,114,97.6
2026-04-25,M001,Email,6590,659,125,785,89.8
2026-04-25,M001,Affiliate,1985,218,50,761,93.0
2026-04-25,M002,Paid Search,3503,420,122,4651,82.8
2026-04-25,M002,Organic Search,5842,876,166,554,93.8
2026-04-25,M002,Direct,759,152,61,740,88.6
2026-04-25,M002,Email,2590,337,88,245,85.1
2026-04-25,M002,Affiliate,3616,579,197,360,98.3
2026-04-25,M003,Paid Search,6414,834,300,3435,98.6
2026-04-25,M003,Organic Search,6655,998,409,4,91.5
2026-04-25,M003,Direct,5760,576,144,439,90.3
2026-04-25,M003,Email,1154,138,40,363,96.5
2026-04-25,M003,Affiliate,5182,725,160,770,86.8
2026-04-25,M004,Paid Search,5736,631,170,1774,84.9
2026-04-25,M004,Organic Search,6210,621,186,775,78.4
2026-04-25,M004,Direct,3383,271,92,141,80.8
2026-04-25,M004,Email,3113,374,86,646,80.8
2026-04-25,M004,Affiliate,1184,142,26,75,82.4
2026-04-25,M005,Paid Search,4205,631,189,2181,81.1
2026-04-25,M005,Organic Search,1316,118,30,591,81.9
2026-04-25,M005,Direct,4253,723,130,377,81.1
2026-04-25,M005,Email,3451,656,243,803,87.7
2026-04-25,M005,Affiliate,5913,710,220,138,93.9
2026-04-25,M006,Paid Search,6924,1177,459,708,90.0
2026-04-25,M006,Organic Search,640,64,19,115,89.3
2026-04-25,M006,Direct,2298,460,87,221,85.1
2026-04-25,M006,Email,1673,184,39,355,86.9
2026-04-25,M006,Affiliate,7057,1341,536,178,83.4
2026-04-25,M007,Paid Search,1009,101,19,3932,92.4
2026-04-25,M007,Organic Search,498,45,18,599,87.4
2026-04-25,M007,Direct,3696,444,155,460,91.0
2026-04-25,M007,Email,4617,970,301,327,81.5
2026-04-25,M007,Affiliate,6753,743,156,617,89.9
2026-04-25,M008,Paid Search,3870,658,138,923,85.7
2026-04-25,M008,Organic Search,3676,368,151,189,98.5
2026-04-25,M008,Direct,1974,217,56,542,89.8
